⍬,Empty Numeric Vector <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Symbols/Zilde%20Symbol.htm'>Link to docs<a/>
→Jv,Branch to first line or label in Jv (does nothing if Jv is empty) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Branch.htm'>Link to docs<a/>
⍵,Dfn/dop Right Argument <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/DynamicFunctions/Dynamic%20Functions%20and%20Operators.htm'>Link to docs<a/>
⍺,Dfn/dop Left Argument <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/DynamicFunctions/Dynamic%20Functions%20and%20Operators.htm'>Link to docs<a/>
"Z f⍨X,Y","Avoiding parentheses by swapping arguments in (X,Y) f Z <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Commute.htm'>Link to docs<a/>"
X∘.g Y,Outer Product: g between each item of X and every item of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Outer%20Product.htm'>Link to docs<a/>
expr⊣name←Y,Combining two lines into one <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Left.htm'>Link to docs<a/>
∇∇,Dop Self <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/DynamicFunctions/Recursion.htm'>Link to docs<a/>
↑Xv Yv …,N-row matrix from N vectors <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Mix.htm'>Link to docs<a/>
⍵⍵,Dop Right Operand <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/DynamicFunctions/Dynamic%20Operators.htm'>Link to docs<a/>
⍺⍺,Dop Left Operand <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Defined%20Functions%20and%20Operators/DynamicFunctions/Dynamic%20Operators.htm'>Link to docs<a/>
⌽[ax]Y,Reverse axis ax of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Reverse.htm'>Link to docs<a/>
I⌽[ax]Y,Rotate vectors along axis ax of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Rotate.htm'>Link to docs<a/>
↓[ax]Y,Split: Nest sub-arrays (from axis ax) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Split.htm'>Link to docs<a/>
Iv↓[ax]Y,Drop Iv items along axes ax of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Drop%20with%20Axes.htm'>Link to docs<a/>
↑[ax]Y,Mix: Remove nesting (adding axes between ⌊ax and ⌈ax) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Mix.htm'>Link to docs<a/>
Iv↑[ax]Y,Take Iv items along axes ax of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Take%20with%20Axes.htm'>Link to docs<a/>
Is f/[ax]Y,N-wise Reduce: f between all items of Y in groups of Is on axis ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Reduce%20First%20N%20Wise.htm'>Link to docs<a/>
Iv/[ax]Y,Replicate along axis ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Replicate.htm'>Link to docs<a/>
f/[ax]Y,Reduce: f between all items of Y on axis ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Reduce.htm'>Link to docs<a/>
",[ax]Y",Ravel with Axis: insert new axis between ⌊ax and ⌈ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Ravel%20with%20Axes.htm'>Link to docs<a/>
",[ax]Y",Ravel with Axes: combine axes <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Ravel%20with%20Axes.htm'>Link to docs<a/>
"X,[ax]Y",Laminate: Join along new axis <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Catenate%20Laminate.htm'>Link to docs<a/>
⊂[ax]Y,Enclose: Contain axes ax inside scalars <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Enclose%20with%20Axes.htm'>Link to docs<a/>
Av⊂[ax]Y,Partitioned enclose of Y according to Av (along axis ax) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Partitioned%20Enclose.htm'>Link to docs<a/>
Mv⊆[ax]Y,Partition Y according to Mv (along axis ax) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Partition.htm'>Link to docs<a/>
Iv⌷[ax]Y,Index Y using indices Iv along axes ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Index%20with%20Axes.htm'>Link to docs<a/>
Iv\[ax]Y,Expand axis ax of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Expand.htm'>Link to docs<a/>
f\[ax]Y,Scan: f between items of Y in progressively longer vectors along axis ax <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Scan.htm'>Link to docs<a/>
name[I]←Y,Indexed Assignment <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Assignment%20Indexed.htm'>Link to docs<a/>
name[I]f←Y,Modified Indexed Assignment (tradfns/tradops only) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Assignment%20Indexed%20Modified.htm'>Link to docs<a/>
X(Y⍨)Z,Constant: ignore arguments and return Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Constant.htm'>Link to docs<a/>
(f∘Y)Z,"Curry: f between Z and Y, that is, Z f Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Bind.htm'>Link to docs<a/>"
X(f⍤Is Js)Y,Rank: f between every trailing rank-Is subarray of X and every trailing rank-Js subarray of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Rank.htm'>Link to docs<a/>
(f⍤Js)Y,Rank: f on every trailing rank-Js subarray of Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Rank.htm'>Link to docs<a/>
X@{B}Y,Unpack a vector X into an array based on mask B <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
X(f@N)Y,At: apply X∘f to modify positions N in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
X(f@g)Y,At: apply X∘f to modify positions identified by Boolean mask (g Y) in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
(X@N)Y,At: use values in X to replace positions N in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
(X@g)Y,At: use values in X to replace positions identified by Boolean mask (g Y) in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
(Xv@Js)Ym,Amend row Is of matrix Ym <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
(f@N)Y,At: apply f to modify positions N in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
(f@g)Y,At: apply f to modify positions identified by Boolean mask (g Y) in Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/At.htm'>Link to docs<a/>
X(f⍣Js)Y,Power: apply X∘f on Y Js times <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Power%20Operator.htm'>Link to docs<a/>
(f⍣Js)Y,Power: apply f on Y Js times <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Power%20Operator.htm'>Link to docs<a/>
(f⌺Jm)Y,Stencil: f on padding-size and (possibly overlapping) rectangles of Y of size and (optionally step) Jm <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Stencil.htm'>Link to docs<a/>
X(Ns⌶)Y,I-beam: Call experimental system-related dyadic function Ns <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/I%20Beam.htm'>Link to docs<a/>
X(f⍠Zv)Y,Variant: f qualified by Zv between X and Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Variant.htm'>Link to docs<a/>
(f⍠Zv)Y,Variant: f qualified by Zv on Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Variant.htm'>Link to docs<a/>
(exp name)←Y,"Selective Assignment: exp is an expression that selects elements of ""name"" <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Functions/Assignment%20Selective.htm'>Link to docs<a/>"
(exp name)f←Y,"Modified Selective Assignment: exp is an expression that selects elements of ""name"" (tradfns/tradops only) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Assignment%20Selective%20Modified.htm'>Link to docs<a/>"
name[I]f∘⊢←Y,Modified Indexed Assignment (also dfns/dops) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Assignment%20Indexed%20Modified.htm'>Link to docs<a/>
(exp name)f∘⊢←Y,"Modified Selective Assignment: exp is an expression that selects elements of ""name"" (also dfns/dops) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/Primitive%20Operators/Assignment%20Selective%20Modified.htm'>Link to docs<a/>"
⎕NULL,The null item <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/null.htm'>Link to docs<a/>
⎕A,The letters from A to Z <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/a.htm'>Link to docs<a/>
⎕C Y,Casefold <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/c.htm?Highlight=%E2%8E%95C'>Link to docs<a/>
⎕CLEAR,Clear the active workspace <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/clear.htm'>Link to docs<a/>
⎕D,The digits from 0 to 9 <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/d.htm'>Link to docs<a/>
⎕DMX,Namespace containing details of most recent error in current thread <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dmx.htm'>Link to docs<a/>
⎕EXCEPTION,Details of most recent .NET exception <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/exception.htm'>Link to docs<a/>
⎕KL Dv,Key Label: Key-press to invoke system action with code Dv (e.g. 'ED') <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/kl.htm'>Link to docs<a/>
⎕LOAD file,Load saved workspace <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/load.htm'>Link to docs<a/>
⎕OFF,Terminate the APL session <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/off.htm'>Link to docs<a/>
⎕OFF J,Terminate the APL session with exit code Y <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/off.htm'>Link to docs<a/>
⎕SE,Session object <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/se.htm'>Link to docs<a/>
1∘⎕C Y,Uppercase <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/c.htm?Highlight=%E2%8E%95C'>Link to docs<a/>
1∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Modified Julian Date numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
10∘⎕ATX Dv,"Function result: 0:none or not a function, 1:explicit, ¯1:shy <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>"
10∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to J nanosecond time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
11∘⎕ATX Dv,"Function valence: 0:niladic, 1:monadic, 2:dyadic, ¯2:ambival <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>"
11∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Shakti K7 time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
12∘⎕ATX Dv,"Operator valence: 0:not an operator, 1:monadic, 2:dyadic <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>"
12∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to JavaScript/D/Q time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
13∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to R chron format time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
14∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Shakti K9 time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
2∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Dyalog component file time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
20∘⎕ATX Dv,Author of last edit <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
20∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to UNIX time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
21∘⎕ATX Dv,Number of days passed between 1899-12-31 at 00:00 UTC and last edit <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
22∘⎕ATX Dv,Local timestamp at last edit (⎕TS-style) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
23∘⎕ATX Dv,Number of bytes required for storage without sharing <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
30∘⎕ATX Dv,Can source be displayed? <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
30∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Microsoft DOS date/time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
31∘⎕ATX Dv,Can execution be suspended mid-execution? <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
31∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Microsoft Win32 FILETIME numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
32∘⎕ATX Dv,Responds to weak interrupt? <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
32∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Microsoft CLR DateTime (.NET) ticks property numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
33∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Microsoft OLE Automation Date numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
40∘⎕ATX Dv,"Syntactic supra-class: ¯1:invalid name, 0:undefined, 1:label, 2:variable, 3:function, 4:operator, 8:event, 9:object <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>"
40∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Excel (1900 Date System)/Lotus 1-2-3 time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
41∘⎕ATX Dv,"Syntactic sub-class: 0:none, 1:traditional/plain, 2:field/dynamic/instance, 3:property/derived/primitive, 4:class, 5:interface, 6:external, 7:external interface <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>"
41∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Excel (1904 Date System) time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
42∘⎕ATX Dv,Full syntactic class (sum of supra- and sub-class) <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
42∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Stata statistics package time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
43∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to SPSS statistics package time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
44∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to SAS time numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
50∘⎕ATX Dv,Source file name <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
50∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Julian date numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
51∘⎕ATX Dv,Source file encoding <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
51∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to J daynos <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
52∘⎕ATX Dv,Source file checksum <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/atx.htm'>Link to docs<a/>
52∘⎕DT N,Convert (⎕TS-style or Dyalog date number) date-times to Reduced Julian Date numbers <br/> <br/><a href='https://help.dyalog.com/latest/#Language/System%20Functions/dt.htm'>Link to docs<a/>
